"Date","Price","Open","High","Low","Vol.","Change %"
"08-11-2023","89.0960","89.0530","89.2105","88.7485","","0.05%"
"07-11-2023","89.0480","89.1900","89.2485","88.7825","","-0.15%"
"06-11-2023","89.1850","89.2115","89.5220","89.1275","","-0.02%"
"03-11-2023","89.2010","88.4490","89.3730","88.3600","","0.91%"
"02-11-2023","88.3950","88.0025","88.7615","87.9775","","0.49%"
"01-11-2023","87.9650","88.0640","88.1205","87.5655","","-0.10%"
"31-10-2023","88.0520","88.3835","88.8850","87.9095","","-0.34%"
"30-10-2023","88.3530","87.9855","88.4975","87.7830","","0.45%"
"27-10-2023","87.9610","87.8950","88.2665","87.6865","","0.06%"
"26-10-2023","87.9050","87.8840","87.9570","87.5915","","0.10%"
"25-10-2023","87.8210","87.9210","88.1790","87.8280","","-0.08%"
"24-10-2023","87.8910","88.6580","88.7800","87.8450","","-0.82%"
"23-10-2023","88.6200","88.0995","88.7370","87.8950","","0.61%"
"20-10-2023","88.0810","87.9320","88.1870","87.7485","","0.18%"
"19-10-2023","87.9250","87.7565","88.2355","87.6495","","0.20%"
"18-10-2023","87.7460","88.0370","88.2100","87.6305","","-0.32%"
"17-10-2023","88.0260","87.8585","88.2095","87.6610","","0.22%"
"16-10-2023","87.8320","87.5045","87.8875","87.5045","","0.39%"
"13-10-2023","87.4930","87.6885","87.9130","87.3710","","-0.20%"
"12-10-2023","87.6710","88.3380","88.5125","87.6405","","-0.70%"
"11-10-2023","88.2910","88.2225","88.4260","87.9800","","0.13%"
"10-10-2023","88.1770","88.0025","88.3610","87.8520","","0.25%"
"09-10-2023","87.9580","87.8050","88.0525","87.5490","","-0.04%"
"06-10-2023","87.9890","87.7865","88.1395","87.2975","","0.26%"
"05-10-2023","87.7590","87.4930","87.8070","87.4050","","0.37%"
"04-10-2023","87.4370","87.1330","87.6820","86.9985","","0.41%"
"03-10-2023","87.0830","87.1595","87.2965","86.9105","","-0.06%"
"02-10-2023","87.1330","87.7510","88.0915","87.1510","","-0.72%"
"29-09-2023","87.7630","87.8720","88.2095","87.7140","","-0.04%"
"28-09-2023","87.7980","87.3895","87.9535","87.2535","","0.52%"
"27-09-2023","87.3400","87.9920","88.0835","87.2650","","-0.72%"
"26-09-2023","87.9740","88.0650","88.3410","87.9300","","-0.07%"
"25-09-2023","88.0350","88.4100","88.5575","87.9225","","-0.39%"
"22-09-2023","88.3800","88.6135","88.6510","87.9755","","-0.21%"
"21-09-2023","88.5700","88.3980","88.7445","88.0375","","0.21%"
"20-09-2023","88.3840","88.9970","89.0745","88.3110","","-0.64%"
"19-09-2023","88.9500","89.0200","89.1925","88.8790","","-0.07%"
"18-09-2023","89.0160","88.5945","89.1240","88.5735","","0.54%"
"15-09-2023","88.5360","88.3360","88.8105","88.2815","","0.23%"
"14-09-2023","88.3310","88.9875","89.2120","88.2800","","-0.72%"
"13-09-2023","88.9710","89.1075","89.3005","88.9285","","-0.13%"
"12-09-2023","89.0890","89.1365","89.2795","88.7495","","-0.01%"
"11-09-2023","89.1010","88.9720","89.2050","88.8285","","0.33%"
"08-09-2023","88.8060","88.9465","89.2155","88.7250","","-0.18%"
"07-09-2023","88.9620","89.2665","89.2945","88.9045","","-0.32%"
"06-09-2023","89.2450","89.0370","89.3710","88.9940","","0.20%"
"05-09-2023","89.0690","89.3090","89.4190","88.9260","","-0.21%"
"04-09-2023","89.2580","89.1265","89.4035","89.0670","","0.20%"
"01-09-2023","89.0810","89.6570","89.9345","89.0730","","-0.64%"
"31-08-2023","89.6570","90.2660","90.4140","89.5965","","-0.65%"
"30-08-2023","90.2400","89.8650","90.4310","89.7365","","0.46%"
"29-08-2023","89.8240","89.3535","89.9725","89.2370","","0.53%"
"28-08-2023","89.3480","89.2860","89.4375","89.2000","","0.11%"
"25-08-2023","89.2480","89.2795","89.5540","89.0025","","-0.01%"
"24-08-2023","89.2610","89.6435","89.7825","89.2345","","-0.37%"
"23-08-2023","89.5960","90.0870","90.1980","89.2940","","-0.50%"
"22-08-2023","90.0490","90.5150","90.8080","89.9240","","-0.49%"
"21-08-2023","90.4930","90.4695","90.7170","90.3370","","0.16%"
"18-08-2023","90.3480","90.3900","90.5605","90.1120","","-0.03%"
"17-08-2023","90.3710","90.5125","90.6800","90.1795","","-0.17%"
"16-08-2023","90.5230","90.7895","91.0570","90.5130","","-0.23%"
"15-08-2023","90.7340","90.7165","91.2470","90.6675","","0.05%"
"14-08-2023","90.6890","90.7975","91.0535","90.5180","","0.00%"
"11-08-2023","90.6930","90.7510","91.1350","90.7105","","-0.01%"
"10-08-2023","90.7040","90.9515","91.4810","90.7055","","-0.22%"
"09-08-2023","90.9050","90.8040","91.1115","90.7635","","0.16%"
"08-08-2023","90.7570","91.0760","91.1835","90.6020","","-0.33%"
"07-08-2023","91.0580","91.1140","91.1465","90.7200","","0.05%"
"04-08-2023","91.0170","90.5840","91.3165","90.5500","","0.50%"
"03-08-2023","90.5620","90.4915","90.7285","90.2980","","0.10%"
"02-08-2023","90.4740","90.4395","90.8250","90.3915","","0.05%"
"01-08-2023","90.4260","90.4280","90.5345","90.1540","","-0.01%"
"31-07-2023","90.4310","90.6675","90.8780","90.4065","","-0.15%"
"28-07-2023","90.5710","90.1900","90.8655","90.0660","","0.47%"
"27-07-2023","90.1430","90.8140","91.3680","90.0870","","-0.75%"
"26-07-2023","90.8250","90.4740","91.0870","90.3640","","0.39%"
"25-07-2023","90.4690","90.5060","90.7055","90.2340","","-0.01%"
"24-07-2023","90.4760","91.2305","91.3170","90.4610","","-0.76%"
"21-07-2023","91.1700","91.3795","91.4530","91.1135","","-0.17%"
"20-07-2023","91.3270","91.9020","92.1425","91.2405","","-0.60%"
"19-07-2023","91.8800","92.1340","92.3095","91.6840","","-0.26%"
"18-07-2023","92.1210","92.1915","92.4915","91.9500","","-0.07%"
"17-07-2023","92.1880","92.2135","92.3630","91.9415","","0.08%"
"14-07-2023","92.1160","92.1135","92.4015","91.9705","","0.04%"
"13-07-2023","92.0820","91.2575","92.1295","91.2240","","0.94%"
"12-07-2023","91.2270","90.7045","91.3945","90.6135","","0.61%"
"11-07-2023","90.6780","90.7820","90.9185","90.4885","","-0.09%"
"10-07-2023","90.7640","90.6370","90.8145","90.4020","","0.18%"
"07-07-2023","90.5980","90.1115","90.6755","89.9055","","0.55%"
"06-07-2023","90.0990","89.4325","90.1615","89.2500","","0.76%"
"05-07-2023","89.4170","89.1750","89.6810","89.1530","","0.32%"
"04-07-2023","89.1330","89.4185","89.5015","89.1585","","-0.30%"
"03-07-2023","89.3970","89.5710","89.5995","89.0330","","-0.18%"
"30-06-2023","89.5610","89.1990","89.6935","88.8915","","0.41%"
"29-06-2023","89.1930","89.5195","89.7500","89.1600","","-0.33%"
"28-06-2023","89.4920","89.8915","89.9635","89.4110","","-0.39%"
"27-06-2023","89.8450","89.4350","89.9895","89.3840","","0.52%"
"26-06-2023","89.3800","89.3350","89.5955","89.2610","","0.13%"
"23-06-2023","89.2680","89.8035","89.8325","88.9555","","-0.57%"
"22-06-2023","89.7840","90.0235","90.2735","89.7100","","-0.23%"
"21-06-2023","89.9920","89.5330","90.1055","89.4585","","0.55%"
"20-06-2023","89.5030","89.4755","89.8825","89.3435","","0.05%"
"19-06-2023","89.4540","89.6315","89.6970","89.3440","","-0.15%"
"16-06-2023","89.5850","89.6405","89.8645","89.4315","","-0.04%"
"15-06-2023","89.6230","88.7625","89.7510","88.7485","","0.97%"
"14-06-2023","88.7600","88.7535","89.0310","88.5560","","0.03%"
"13-06-2023","88.7330","88.6375","89.0655","88.6330","","0.12%"
"12-06-2023","88.6270","88.6365","88.9730","88.4840","","0.03%"
"09-06-2023","88.5980","88.9680","89.0045","88.5505","","-0.37%"
"08-06-2023","88.9300","88.2775","89.0140","88.2490","","0.77%"
"07-06-2023","88.2500","88.2295","88.6140","88.0540","","0.02%"
"06-06-2023","88.2280","88.4170","88.7035","88.0895","","-0.19%"
"05-06-2023","88.3950","88.2775","88.5365","88.0920","","0.20%"
"02-06-2023","88.2150","88.5545","88.7290","88.1875","","-0.34%"
"01-06-2023","88.5180","88.3955","88.6335","87.9455","","0.17%"
"31-05-2023","88.3680","88.7790","88.7830","87.9315","","-0.40%"
"30-05-2023","88.7240","88.4585","88.8480","88.3010","","0.36%"
"29-05-2023","88.4080","88.5700","88.7415","88.4375","","-0.16%"
"26-05-2023","88.5480","88.7155","88.9015","88.3965","","-0.15%"
"25-05-2023","88.6820","88.8760","88.9375","88.6205","","-0.19%"
"24-05-2023","88.8540","89.2300","89.3250","88.8600","","-0.40%"
"23-05-2023","89.2080","89.5720","89.6290","89.1465","","-0.39%"
"22-05-2023","89.5580","89.6535","89.7905","89.4145","","0.04%"
"19-05-2023","89.5250","89.1030","89.7820","89.0080","","0.50%"
"18-05-2023","89.0810","89.3270","89.4335","89.0525","","-0.26%"
"17-05-2023","89.3130","89.3850","89.5280","89.0870","","-0.04%"
"16-05-2023","89.3470","89.4565","89.6680","89.3175","","-0.07%"
"15-05-2023","89.4080","89.2370","89.6165","89.1420","","0.30%"
"12-05-2023","89.1410","89.6080","89.8590","89.1670","","-0.51%"
"11-05-2023","89.6010","89.9620","90.1000","89.5115","","-0.36%"
"10-05-2023","89.9260","90.0175","90.2025","89.7380","","-0.06%"
"09-05-2023","89.9820","90.0070","90.2465","89.8510","","0.00%"
"08-05-2023","89.9800","90.1725","90.4120","89.9540","","-0.04%"
"05-05-2023","90.0170","89.9955","90.2850","89.6620","","0.05%"
"04-05-2023","89.9710","90.4490","90.6820","89.8335","","-0.49%"
"03-05-2023","90.4130","89.9430","90.6425","89.9430","","0.54%"
"02-05-2023","89.9250","89.7480","90.0600","89.5415","","0.20%"
"01-05-2023","89.7430","90.2100","90.2300","89.6555","","-0.35%"
"28-04-2023","90.0550","90.1235","90.3470","89.6570","","-0.03%"
"27-04-2023","90.0850","90.2795","90.4245","89.9320","","-0.17%"
"26-04-2023","90.2410","89.9595","90.7140","89.9105","","0.34%"
"25-04-2023","89.9320","90.5330","90.7050","89.9200","","-0.61%"
"24-04-2023","90.4810","90.1870","90.5740","89.9660","","0.39%"
"21-04-2023","90.1260","90.1075","90.2245","89.8225","","0.07%"
"20-04-2023","90.0610","90.1460","90.2340","89.8430","","-0.06%"
"19-04-2023","90.1130","90.0855","90.2100","89.7855","","0.08%"
"18-04-2023","90.0420","89.5825","90.1170","89.5365","","0.53%"
"17-04-2023","89.5710","89.9480","90.1175","89.4645","","-0.47%"
"14-04-2023","89.9940","90.1940","90.5040","89.8590","","-0.17%"
"13-04-2023","90.1500","90.0905","90.3870","89.9595","","0.13%"
"12-04-2023","90.0330","89.5470","90.1970","89.5425","","0.58%"
"11-04-2023","89.5140","89.0600","89.7235","89.0110","","0.57%"
"10-04-2023","89.0060","89.2625","89.4935","88.8455","","-0.22%"
"07-04-2023","89.2030","89.3855","89.4140","89.0295","","-0.17%"
"06-04-2023","89.3560","89.3610","89.5450","89.1505","","0.01%"
"05-04-2023","89.3500","89.9310","90.0910","89.2585","","-0.62%"
"04-04-2023","89.9050","89.5790","90.1150","89.4575","","0.41%"
"03-04-2023","89.5380","89.1465","89.7745","88.7435","","0.54%"
"31-03-2023","89.0530","89.5380","89.7000","89.0385","","-0.47%"
"30-03-2023","89.4750","89.1435","89.6840","88.9620","","0.41%"
"29-03-2023","89.1060","89.1455","89.4785","88.9710","","0.01%"
"28-03-2023","89.0990","88.7555","89.1825","88.7310","","0.42%"
"27-03-2023","88.7220","88.6505","88.8600","88.5175","","0.16%"
"24-03-2023","88.5830","89.0850","89.1710","88.3395","","-0.54%"
"23-03-2023","89.0620","89.5890","89.8430","88.9010","","-0.55%"
"22-03-2023","89.5590","89.0520","90.2165","88.9490","","0.60%"
"21-03-2023","89.0270","88.4930","89.1680","88.4110","","0.65%"
"20-03-2023","88.4510","88.2930","88.5905","87.8350","","0.49%"
"17-03-2023","88.0160","87.6570","88.1805","87.6240","","0.45%"
"16-03-2023","87.6190","87.6955","87.9460","87.3935","","-0.03%"
"15-03-2023","87.6460","88.2895","88.6405","87.1250","","-0.70%"
"14-03-2023","88.2650","88.2720","88.6030","87.9725","","0.04%"
"13-03-2023","88.2300","87.2640","88.4280","87.2640","","1.15%"
"10-03-2023","87.2300","86.7990","87.6290","86.7310","","0.52%"
"09-03-2023","86.7770","86.4215","86.8795","86.2780","","0.43%"
"08-03-2023","86.4080","86.5325","86.7005","86.2225","","-0.09%"
"07-03-2023","86.4850","87.3825","87.5285","86.4915","","-1.00%"
"06-03-2023","87.3570","86.7680","87.4815","86.7350","","0.59%"
"03-03-2023","86.8420","87.2795","87.4455","86.6145","","-0.48%"
"02-03-2023","87.2580","87.9375","87.9945","87.1265","","-0.76%"
"01-03-2023","87.9280","87.4055","88.1515","87.2600","","0.60%"
"28-02-2023","87.4000","87.6525","87.9295","87.3845","","-0.29%"
"27-02-2023","87.6580","87.4160","87.7925","87.3130","","0.27%"
"24-02-2023","87.4230","87.5495","87.7465","87.3005","","-0.09%"
"23-02-2023","87.5040","87.8345","88.0080","87.3805","","-0.35%"
"22-02-2023","87.8080","88.2180","88.3685","87.7815","","-0.44%"
"21-02-2023","88.1960","88.3950","88.5610","88.1170","","-0.16%"
"20-02-2023","88.3330","88.4595","88.5195","88.2590","","-0.18%"
"17-02-2023","88.4930","88.2900","88.5505","87.8925","","0.29%"
"16-02-2023","88.2350","88.4755","88.6535","88.2225","","-0.24%"
"15-02-2023","88.4510","89.0340","89.0880","88.2705","","-0.62%"
"14-02-2023","89.0040","88.5605","89.4620","88.5480","","0.52%"
"13-02-2023","88.5470","88.1230","88.6700","87.9945","","0.51%"
"10-02-2023","88.0960","88.6315","88.6675","87.9825","","-0.55%"
"09-02-2023","88.5840","88.5320","89.0395","88.5095","","0.08%"
"08-02-2023","88.5100","88.8860","88.9650","88.4990","","-0.41%"
"07-02-2023","88.8760","88.7660","89.2345","88.3960","","0.11%"
"06-02-2023","88.7800","88.7300","89.2195","88.6520","","0.06%"
"03-02-2023","88.7250","89.5020","89.7345","88.7420","","-0.87%"
"02-02-2023","89.5050","89.8515","90.4710","89.4385","","-0.34%"
"01-02-2023","89.8130","88.8335","89.9455","88.7140","","1.16%"
"31-01-2023","88.7850","88.4545","88.9085","88.4220","","0.44%"
"30-01-2023","88.4000","88.6435","88.9755","88.3610","","-0.20%"
"27-01-2023","88.5770","88.7100","88.8595","88.3800","","-0.09%"
"26-01-2023","88.6560","88.9935","89.0855","88.4250","","-0.33%"
"25-01-2023","88.9470","88.8325","89.1675","88.5585","80.56K","0.20%"
"24-01-2023","88.7660","88.5885","88.8770","88.4410","76.15K","0.24%"
"23-01-2023","88.5500","87.9485","88.9160","87.9405","77.85K","0.74%"
"20-01-2023","87.8980","88.0125","88.1325","87.6480","84.53K","-0.07%"
"19-01-2023","87.9590","87.8790","88.1970","87.6445","109.94K","0.08%"
"18-01-2023","87.8900","88.0840","88.3840","87.7595","117.48K","-0.20%"
"17-01-2023","88.0620","88.3675","88.7140","87.9575","115.90K","-0.26%"
"16-01-2023","88.2890","88.0640","88.4460","87.9465","73.00K","0.32%"
"13-01-2023","88.0100","87.9880","88.4130","87.7910","104.92K","0.04%"
"12-01-2023","87.9770","87.8225","88.2770","87.4340","102.05K","0.20%"
"11-01-2023","87.8010","87.6375","88.0650","87.4800","94.50K","0.24%"
"10-01-2023","87.5920","88.1380","88.3475","87.5225","100.37K","-0.64%"
"09-01-2023","88.1520","87.5160","88.3815","87.5075","92.22K","0.67%"
"06-01-2023","87.5680","86.9070","87.8640","86.7110","101.63K","0.81%"
"05-01-2023","86.8620","87.6600","87.9105","86.8285","87.73K","-0.83%"
"04-01-2023","87.5910","87.3155","88.0430","87.2535","96.93K","0.30%"
"03-01-2023","87.3270","88.2645","88.4380","87.2845","100.98K","-1.02%"
"02-01-2023","88.2230","88.5530","88.6030","88.1310","23.65K","-0.34%"
"30-12-2022","88.5240","88.2760","88.6525","88.0105","77.88K","0.34%"
"29-12-2022","88.2280","87.8120","88.5590","87.8040","65.13K","0.51%"
"28-12-2022","87.7830","88.1530","88.3810","87.7835","61.87K","-0.38%"
"27-12-2022","88.1150","87.9350","88.3940","87.8725","72.90K","0.25%"
"26-12-2022","87.8980","87.8485","88.0535","87.7750","21.93K","0.04%"
"23-12-2022","87.8630","87.9225","88.0885","87.7045","99.14K","-0.02%"
"22-12-2022","87.8800","87.9160","88.1965","87.7360","103.83K","0.00%"
"21-12-2022","87.8780","87.7730","88.1925","87.6700","92.83K","0.17%"
"20-12-2022","87.7290","87.6865","88.0965","87.5165","137.24K","0.09%"
"19-12-2022","87.6490","87.6230","88.0925","87.4295","97.91K","0.15%"
"16-12-2022","87.5190","88.0485","88.3630","87.5650","102.98K","-0.58%"
"15-12-2022","88.0290","88.1295","88.8610","87.7295","100.77K","-0.08%"
"14-12-2022","88.0990","87.6185","88.3890","87.5155","97.79K","0.61%"
"13-12-2022","87.5650","87.0600","88.0910","87.0350","81.50K","0.59%"
"12-12-2022","87.0550","86.7720","87.3905","86.5935","78.41K","0.32%"
"09-12-2022","86.7780","86.8900","87.1195","86.5860","86.84K","-0.09%"
"08-12-2022","86.8550","86.3935","86.9445","86.2825","95.61K","0.58%"
"07-12-2022","86.3550","86.3400","86.8170","86.1240","110.59K","0.01%"
"06-12-2022","86.3480","85.8780","86.7760","85.8700","90.70K","0.51%"
"05-12-2022","85.9110","85.6030","86.5950","85.6030","96.87K","0.14%"
"02-12-2022","85.7900","85.3540","85.8220","84.7180","89.01K","0.51%"
"01-12-2022","85.3540","84.6540","85.4290","84.4320","114.07K","0.83%"
"30-11-2022","84.6540","84.2850","84.8410","83.7480","95.70K","0.44%"
"29-11-2022","84.2850","84.3990","84.8690","84.2110","80.89K","-0.13%"
"28-11-2022","84.3910","84.7890","85.5980","84.3450","83.13K","-0.61%"
"25-11-2022","84.9120","84.9350","85.0720","84.5500","74.87K","-0.04%"
"24-11-2022","84.9430","84.8360","85.3550","84.7610","74.18K","0.14%"
"23-11-2022","84.8270","84.1900","85.0130","84.1540","79.32K","0.77%"
"22-11-2022","84.1820","83.6680","84.1980","83.6430","84.22K","0.61%"
"21-11-2022","83.6680","84.1960","84.3440","83.5040","90.54K","-0.70%"
"18-11-2022","84.2610","84.4440","84.8960","84.1550","102.68K","-0.22%"
"17-11-2022","84.4440","84.6820","84.7980","84.2660","104.37K","-0.27%"
"16-11-2022","84.6740","83.8330","84.8580","83.7680","111.47K","0.95%"
"15-11-2022","83.8740","83.5880","84.5970","83.3300","113.46K","0.33%"
"14-11-2022","83.5960","83.4140","83.9820","82.9720","111.49K","0.34%"
"11-11-2022","83.3100","82.2990","83.4060","81.9360","121.11K","1.22%"
"10-11-2022","82.3070","81.4240","82.4120","81.1500","138.18K","1.07%"
"09-11-2022","81.4330","81.9560","82.1720","81.2750","124.40K","-0.64%"
"08-11-2022","81.9560","81.9680","82.1550","81.4150","103.69K","0.00%"
"07-11-2022","81.9590","81.2160","82.1140","81.1260","101.27K","0.40%"
"04-11-2022","81.6340","80.6540","81.6830","80.3080","94.55K","1.19%"
"03-11-2022","80.6710","81.1980","81.4760","80.5870","83.89K","-0.65%"
"02-11-2022","81.1980","81.6000","82.5050","81.1490","83.88K","-0.50%"
"01-11-2022","81.6090","81.7770","82.1960","81.3770","76.05K","-0.24%"
"31-10-2022","81.8020","81.8170","82.3560","81.6780","82.08K","-0.19%"
"28-10-2022","81.9570","82.0710","82.3430","81.7080","82.81K","-0.12%"
"27-10-2022","82.0550","82.5400","82.9750","82.0140","117.19K","-0.58%"
"26-10-2022","82.5320","82.2180","82.8240","81.9800","86.51K","0.38%"
"25-10-2022","82.2180","81.6850","82.3120","81.4790","77.99K","0.63%"
"24-10-2022","81.7010","81.4150","81.9330","81.0600","92.83K","0.40%"
"21-10-2022","81.3740","81.0230","81.5230","80.4840","97.09K","0.43%"
"20-10-2022","81.0230","81.1200","81.4860","80.7940","96.76K","-0.11%"
"19-10-2022","81.1120","81.0730","81.5090","80.8210","93.37K","0.02%"
"18-10-2022","81.0980","80.8230","81.1850","80.6990","104.73K","0.32%"
"17-10-2022","80.8400","80.0670","80.9330","80.0060","92.58K","1.02%"
"14-10-2022","80.0260","80.3070","80.7090","79.8510","113.01K","-0.37%"
"13-10-2022","80.3230","79.7020","80.6200","79.1280","99.55K","0.75%"
"12-10-2022","79.7270","79.8380","80.1300","79.4910","98.01K","-0.11%"
"11-10-2022","79.8130","79.8990","80.3580","79.6620","132.04K","-0.12%"
"10-10-2022","79.9070","80.6250","80.7740","79.7380","100.76K","-0.95%"
